,Old Value,New Value [If -BLANK- then not used],New Value [If -BLANK- then NA]
512,http://dbpedia.org/property/commenced.datatype,,NA
513,http://dbpedia.org/ontology/formationDate.type,,NA
514,http://dbpedia.org/ontology/formationDate.value,FormationDate,FormationDate
515,http://dbpedia.org/ontology/formationDate.datatype,,NA
516,http://dbpedia.org/ontology/headquarter.type,,NA
517,http://dbpedia.org/ontology/headquarter.value,,NA
518,http://dbpedia.org/ontology/alliance.type,,NA
519,http://dbpedia.org/ontology/alliance.value,,NA
520,http://dbpedia.org/property/frequentFlyer.type,,NA
521,http://dbpedia.org/property/frequentFlyer.value,,NA
522,http://dbpedia.org/property/lounge.type,,NA
523,http://dbpedia.org/property/lounge.value,,NA
524,http://dbpedia.org/property/lounge.datatype,,NA
525,http://dbpedia.org/property/parent.datatype,,NA
526,http://dbpedia.org/ontology/icaoAirlineCode.type,,NA
527,http://dbpedia.org/ontology/icaoAirlineCode.value,,NA
528,http://dbpedia.org/property/callsign.type,,NA
529,http://dbpedia.org/property/callsign.value,,NA
530,http://dbpedia.org/property/callsign.datatype,,NA
531,http://dbpedia.org/property/fleetSize.type,,NA
532,http://dbpedia.org/property/fleetSize.value,,NA
533,http://dbpedia.org/property/fleetSize.datatype,,NA
534,http://dbpedia.org/property/destinations.type,,NA
535,http://dbpedia.org/property/destinations.value,,NA
536,http://dbpedia.org/property/destinations.datatype,,NA
537,http://dbpedia.org/ontology/iataAirlineCode.type,,NA
538,http://dbpedia.org/ontology/iataAirlineCode.value,,NA
539,http://dbpedia.org/property/formeroperator.type,,NA
540,http://dbpedia.org/property/formeroperator.value,,NA
541,http://dbpedia.org/property/brands.type,,NA
542,http://dbpedia.org/property/brands.value,,NA
543,http://dbpedia.org/property/eng1Name.type,,NA
544,http://dbpedia.org/property/eng1Name.value,,NA
545,http://dbpedia.org/property/titlestyle.type,,NA
546,http://dbpedia.org/property/titlestyle.value,,NA
547,http://dbpedia.org/property/titlestyle.datatype,,NA
548,http://dbpedia.org/property/race2WinningTeam.type,,NA
549,http://dbpedia.org/property/race2WinningTeam.value,,NA
550,http://dbpedia.org/property/mostWinsManufacturer.type,,NA
551,http://dbpedia.org/property/mostWinsManufacturer.value,,NA
552,http://dbpedia.org/property/aux.type,,NA
553,http://dbpedia.org/property/aux.value,,NA
554,http://dbpedia.org/property/formerName.type,,NA
555,http://dbpedia.org/property/formerName.value,,NA
556,http://dbpedia.org/property/members.type,,NA
557,http://dbpedia.org/property/members.value,,NA
558,http://dbpedia.org/property/mostWinsConstructor.type,,NA
559,http://dbpedia.org/property/mostWinsConstructor.value,,NA
560,http://dbpedia.org/property/space.type,,NA
561,http://dbpedia.org/property/space.value,,NA
562,http://dbpedia.org/property/engineName.type,,NA
563,http://dbpedia.org/property/engineName.value,,NA
564,http://dbpedia.org/property/sbkManufacturers.type,,NA
565,http://dbpedia.org/property/sbkManufacturers.value,,NA
566,http://dbpedia.org/property/quote.type,,NA
567,http://dbpedia.org/property/quote.value,,NA
568,http://dbpedia.org/property/quote.datatype,,NA
569,http://dbpedia.org/property/source.type,,NA
570,http://dbpedia.org/property/source.value,,NA
571,http://dbpedia.org/property/source.datatype,,NA
572,http://dbpedia.org/property/aircraftType.type,,NA
573,http://dbpedia.org/property/aircraftType.value,,NA
574,http://dbpedia.org/property/construction.type,,NA
575,http://dbpedia.org/property/construction.value,,NA
576,http://dbpedia.org/property/architectureFirm.type,,NA
577,http://dbpedia.org/property/architectureFirm.value,,NA
578,http://dbpedia.org/property/structuralEngineer.type,,NA
579,http://dbpedia.org/property/structuralEngineer.value,,NA
580,http://dbpedia.org/property/generalContractor.type,,NA
581,http://dbpedia.org/property/generalContractor.value,,NA
582,http://dbpedia.org/ontology/mainOrgan.type,,NA
583,http://dbpedia.org/ontology/mainOrgan.value,,NA
584,http://dbpedia.org/property/titleSponsor.type,,NA
585,http://dbpedia.org/property/titleSponsor.value,,NA
586,http://dbpedia.org/property/landlord.type,,NA
587,http://dbpedia.org/property/landlord.value,,NA
588,http://dbpedia.org/ontology/assetUnderManagement.type,,NA
589,http://dbpedia.org/ontology/assetUnderManagement.value,AssetsUnderManagement,AssetsUnderManagement
590,http://dbpedia.org/ontology/assetUnderManagement.datatype,AssetsUnderManagementCurrency,AssetsUnderManagementCurrency
591,http://dbpedia.org/property/state.type,,NA
592,http://dbpedia.org/property/state.value,,NA
593,http://dbpedia.org/property/state.datatype,,NA
594,http://dbpedia.org/property/satServ.type,,NA
595,http://dbpedia.org/property/satServ.value,,NA
596,http://dbpedia.org/property/productionCompanies.type,,NA
597,http://dbpedia.org/property/productionCompanies.value,,NA
598,http://dbpedia.org/property/controlledby.type,,NA
599,http://dbpedia.org/property/controlledby.value,,NA
600,http://dbpedia.org/property/predecessor.type,,NA
601,http://dbpedia.org/property/predecessor.value,Predecessor2,Predecessor2
602,http://dbpedia.org/property/predecessor.datatype,,NA
603,http://dbpedia.org/ontology/recordLabel.type,,NA
604,http://dbpedia.org/ontology/recordLabel.value,,NA
605,http://dbpedia.org/ontology/distributingCompany.type,,NA
606,http://dbpedia.org/ontology/distributingCompany.value,,NA
607,http://dbpedia.org/ontology/distributingLabel.type,,NA
608,http://dbpedia.org/ontology/distributingLabel.value,,NA
609,http://dbpedia.org/property/organization.type,,NA
610,http://dbpedia.org/property/organization.value,,NA
611,http://dbpedia.org/property/tyres.type,,NA
612,http://dbpedia.org/property/tyres.value,,NA
613,http://dbpedia.org/property/tires.type,,NA
614,http://dbpedia.org/property/tires.value,,NA
615,http://dbpedia.org/property/club.type,,NA
616,http://dbpedia.org/property/club.value,,NA
617,http://dbpedia.org/ontology/projectCoordinator.type,,NA
618,http://dbpedia.org/ontology/projectCoordinator.value,,NA
619,http://dbpedia.org/ontology/projectParticipant.type,,NA
620,http://dbpedia.org/ontology/projectParticipant.value,,NA
621,http://dbpedia.org/ontology/award.type,,NA
622,http://dbpedia.org/ontology/award.value,,NA
623,http://dbpedia.org/ontology/affiliation.type,,NA
624,http://dbpedia.org/ontology/affiliation.value,,NA
625,http://dbpedia.org/ontology/profession.type,,NA
626,http://dbpedia.org/ontology/profession.value,,NA
627,http://dbpedia.org/property/partners.type,,NA
628,http://dbpedia.org/property/partners.value,,NA
629,http://dbpedia.org/property/fuel.type,,NA
630,http://dbpedia.org/property/fuel.value,,NA
631,http://dbpedia.org/property/lubricants.type,,NA
632,http://dbpedia.org/property/lubricants.value,,NA
633,http://dbpedia.org/property/technicalServiceProvider.type,,NA
634,http://dbpedia.org/property/technicalServiceProvider.value,,NA
635,http://dbpedia.org/property/operators.type,,NA
636,http://dbpedia.org/property/operators.value,,NA
637,http://dbpedia.org/property/assets.type,,NA
638,http://dbpedia.org/property/assets.value,Assets2,Assets2
639,http://dbpedia.org/property/assets.datatype,,NA
640,http://dbpedia.org/property/revenue.type,,NA
641,http://dbpedia.org/property/revenue.value,Revenue2,Revenue2
642,http://dbpedia.org/property/revenue.datatype,,NA
643,http://dbpedia.org/property/equity.type,,NA
644,http://dbpedia.org/property/equity.value,Equity2,Equity2
645,http://dbpedia.org/property/equity.datatype,,NA
646,http://dbpedia.org/property/fleet.type,,NA
647,http://dbpedia.org/property/fleet.value,,NA
648,http://dbpedia.org/property/chassis.type,,NA
649,http://dbpedia.org/property/chassis.value,,NA
650,http://dbpedia.org/property/list.type,,NA
651,http://dbpedia.org/property/list.value,,NA
652,http://dbpedia.org/property/list.datatype,,NA
653,http://dbpedia.org/property/onlineServ.type,,NA
654,http://dbpedia.org/property/onlineServ.value,,NA
655,http://dbpedia.org/property/isbn.type,,NA
656,http://dbpedia.org/property/isbn.value,,NA
657,http://dbpedia.org/property/isbn.datatype,,NA
658,http://dbpedia.org/property/aux.datatype,,NA
659,http://dbpedia.org/property/author.type,,NA
660,http://dbpedia.org/property/author.value,,NA
661,http://dbpedia.org/property/author.datatype,,NA
662,http://dbpedia.org/property/publishDate.type,,NA
663,http://dbpedia.org/property/publishDate.value,,NA
664,http://dbpedia.org/property/publishDate.datatype,,NA
665,http://dbpedia.org/property/lineColor.type,,NA
666,http://dbpedia.org/property/lineColor.value,,NA
667,http://dbpedia.org/property/lineColor.datatype,,NA
668,http://dbpedia.org/ontology/publisher.type,,NA
669,http://dbpedia.org/ontology/publisher.value,,NA
670,http://dbpedia.org/property/platforms.type,,NA
671,http://dbpedia.org/property/platforms.value,,NA
672,http://dbpedia.org/ontology/operatingSystem.type,,NA
673,http://dbpedia.org/ontology/operatingSystem.value,,NA
674,http://dbpedia.org/ontology/computingPlatform.type,,NA
675,http://dbpedia.org/ontology/computingPlatform.value,,NA
676,http://dbpedia.org/property/related.type,,NA
677,http://dbpedia.org/property/related.value,,NA
678,http://dbpedia.org/property/trademark.type,,NA
679,http://dbpedia.org/property/trademark.value,,NA
680,http://dbpedia.org/property/birthplace.type,,NA
681,http://dbpedia.org/property/birthplace.value,,NA
682,http://dbpedia.org/property/logoPadding.type,,NA
683,http://dbpedia.org/property/logoPadding.value,,NA
684,http://dbpedia.org/property/logoPadding.datatype,,NA
685,http://dbpedia.org/property/builtBy.type,,NA
686,http://dbpedia.org/property/builtBy.value,,NA
687,http://dbpedia.org/property/engine(jet)_.type,,NA
688,http://dbpedia.org/property/engine(jet)_.value,,NA
689,http://dbpedia.org/property/award.type,,NA
690,http://dbpedia.org/property/award.value,,NA
691,http://dbpedia.org/ontology/institution.type,,NA
692,http://dbpedia.org/ontology/institution.value,,NA
693,http://dbpedia.org/property/nativeName.type,,NA
694,http://dbpedia.org/property/nativeName.value,,NA
695,http://dbpedia.org/property/nativeName.datatype,,NA
696,http://dbpedia.org/property/hqLocationCity.type,,NA
697,http://dbpedia.org/property/hqLocationCity.value,City2,City2
698,http://dbpedia.org/property/hqLocationCountry.type,,NA
699,http://dbpedia.org/property/hqLocationCountry.value,,NA
700,http://dbpedia.org/ontology/formerTeam.type,,NA
701,http://dbpedia.org/ontology/formerTeam.value,,NA
702,http://dbpedia.org/property/formerName.datatype,,NA
703,http://dbpedia.org/property/predecessors.type,,NA
704,http://dbpedia.org/property/predecessors.value,Predecessor3,Predecessor3
705,http://dbpedia.org/property/foundersWinner.type,,NA
706,http://dbpedia.org/property/foundersWinner.value,,NA
707,http://dbpedia.org/property/designGroup.type,,NA
708,http://dbpedia.org/property/designGroup.value,,NA
709,http://dbpedia.org/property/builders.type,,NA
710,http://dbpedia.org/property/builders.value,,NA
711,http://dbpedia.org/property/successors.type,,NA
712,http://dbpedia.org/property/successors.value,,NA
713,http://dbpedia.org/property/owner(s)_.type,,NA
714,http://dbpedia.org/property/owner(s)_.value,,NA
715,http://dbpedia.org/property/id.type,,NA
716,http://dbpedia.org/property/id.value,,NA
717,http://dbpedia.org/property/id.datatype,,NA
718,http://dbpedia.org/property/companies.type,,NA
719,http://dbpedia.org/property/companies.value,,NA
720,http://dbpedia.org/property/currentShipLeaser.type,,NA
721,http://dbpedia.org/property/currentShipLeaser.value,,NA
722,http://dbpedia.org/ontology/oilSystem.type,,NA
723,http://dbpedia.org/ontology/oilSystem.value,,NA
724,http://dbpedia.org/property/opponents.type,,NA
725,http://dbpedia.org/property/opponents.value,,NA
726,http://dbpedia.org/property/northFuelbrand.type,,NA
727,http://dbpedia.org/property/northFuelbrand.value,,NA
728,http://dbpedia.org/property/shareholders.type,,NA
729,http://dbpedia.org/property/shareholders.value,,NA
730,http://dbpedia.org/property/partner.type,,NA
731,http://dbpedia.org/property/partner.value,,NA
732,http://dbpedia.org/property/production.type,,NA
733,http://dbpedia.org/property/production.value,,NA
734,http://dbpedia.org/property/production.datatype,,NA
735,http://dbpedia.org/property/profitYear.type,,NA
736,http://dbpedia.org/property/profitYear.value,ProfitYear,ProfitYear
737,http://dbpedia.org/property/profitYear.datatype,,NA
738,http://dbpedia.org/property/video.type,,NA
739,http://dbpedia.org/property/video.value,,NA
740,http://dbpedia.org/property/video.datatype,,NA
741,http://dbpedia.org/property/operated.type,,NA
742,http://dbpedia.org/property/operated.value,,NA
743,http://dbpedia.org/property/southFuelbrand.type,,NA
744,http://dbpedia.org/property/southFuelbrand.value,,NA
745,http://dbpedia.org/ontology/instrument.type,,NA
746,http://dbpedia.org/ontology/instrument.value,,NA
747,http://dbpedia.org/property/label.type,,NA
748,http://dbpedia.org/property/label.value,,NA
749,http://dbpedia.org/property/owners/creators.type,,NA
750,http://dbpedia.org/property/owners/creators.value,,NA
751,http://dbpedia.org/property/parents.type,,NA
752,http://dbpedia.org/property/parents.value,,NA
753,http://dbpedia.org/property/manager.type,,NA
754,http://dbpedia.org/property/manager.value,,NA
755,http://dbpedia.org/property/streetAddress.type,,NA
756,http://dbpedia.org/property/streetAddress.value,,NA
757,http://dbpedia.org/property/blank2Name.type,,NA
758,http://dbpedia.org/property/blank2Name.value,,NA
759,http://dbpedia.org/property/locations.type,,NA
760,http://dbpedia.org/property/locations.value,Location3,Location3
761,http://dbpedia.org/property/locations.datatype,,NA
762,http://dbpedia.org/property/numLocations.type,,NA
763,http://dbpedia.org/property/numLocations.value,NoOfLocations2,NoOfLocations2
764,http://dbpedia.org/property/numLocations.datatype,,NA
765,http://dbpedia.org/property/numLocationsYear.type,,NA
766,http://dbpedia.org/property/numLocationsYear.value,NoOfLocationsYear,NoOfLocationsYear
767,http://dbpedia.org/property/numLocationsYear.datatype,,NA
768,http://dbpedia.org/property/predecessors.datatype,,NA
769,http://dbpedia.org/property/hqLocationCountry.datatype,,NA
770,http://dbpedia.org/property/knownFor.type,,NA
771,http://dbpedia.org/property/knownFor.value,,NA
772,http://dbpedia.org/property/hqLocation.datatype,,NA
773,http://dbpedia.org/property/su.type,,NA
774,http://dbpedia.org/property/su.value,,NA
775,http://dbpedia.org/property/pagfreevalue.type,,NA
776,http://dbpedia.org/property/pagfreevalue.value,,NA
777,http://dbpedia.org/property/shirtsupplier.type,,NA
778,http://dbpedia.org/property/shirtsupplier.value,,NA
779,http://dbpedia.org/property/shirtSuppliers.type,,NA
780,http://dbpedia.org/property/shirtSuppliers.value,,NA
781,http://dbpedia.org/property/kitManufacturer.type,,NA
782,http://dbpedia.org/property/kitManufacturer.value,,NA
783,http://dbpedia.org/property/tbdShirtsupplier.type,,NA
784,http://dbpedia.org/property/tbdShirtsupplier.value,,NA
785,http://dbpedia.org/ontology/relative.type,,NA
786,http://dbpedia.org/ontology/relative.value,,NA
787,http://dbpedia.org/property/mainsponsor.type,,NA
788,http://dbpedia.org/property/mainsponsor.value,,NA
789,http://dbpedia.org/property/soldby.type,,NA
790,http://dbpedia.org/property/soldby.value,,NA
791,http://dbpedia.org/ontology/license.type,,NA
792,http://dbpedia.org/ontology/license.value,,NA
793,http://dbpedia.org/property/copyright.type,,NA
794,http://dbpedia.org/property/copyright.value,,NA
795,http://dbpedia.org/property/designers.type,,NA
796,http://dbpedia.org/property/designers.value,,NA
797,http://dbpedia.org/property/designfirm.type,,NA
798,http://dbpedia.org/property/designfirm.value,,NA
799,http://dbpedia.org/property/manuf.type,,NA
800,http://dbpedia.org/property/manuf.value,,NA
801,http://dbpedia.org/property/inventName.type,,NA
802,http://dbpedia.org/property/inventName.value,,NA
803,http://dbpedia.org/property/foundry.type,,NA
804,http://dbpedia.org/property/foundry.value,,NA
805,http://dbpedia.org/ontology/cpu.type,,NA
806,http://dbpedia.org/ontology/cpu.value,,NA
807,http://dbpedia.org/ontology/influencedBy.type,,NA
808,http://dbpedia.org/ontology/influencedBy.value,,NA
809,http://dbpedia.org/property/isin.type,,NA
810,http://dbpedia.org/property/isin.value,ISIN,ISIN
811,http://dbpedia.org/property/isin.datatype,,NA
812,http://dbpedia.org/property/logoCaption.type,,NA
813,http://dbpedia.org/property/logoCaption.value,,NA
814,http://dbpedia.org/property/logoCaption.datatype,,NA
815,http://dbpedia.org/property/url.type,,NA
816,http://dbpedia.org/property/url.value,URL2,URL2
817,http://dbpedia.org/ontology/soundRecording.type,,NA
818,http://dbpedia.org/ontology/soundRecording.value,,NA
819,http://dbpedia.org/property/affiliations.type,,NA
820,http://dbpedia.org/property/affiliations.value,,NA
821,http://dbpedia.org/property/patron.type,,NA
822,http://dbpedia.org/property/patron.value,,NA
